GSM1900772	GSM1900777	GSM1900789	GSM1900806	GSM1900817	GSM1900826	GSM1900834	GSM1900849	GSM1900856	GSM1900863	GSM1900890	GSM1900905	GSM1900912	GSM1900922	GSM1900929	GSM1900944	GSM1900950
MIA	5.15349	5.73245	4.66429	4.98252	5.02551	5.1108	4.87788	5.12363	5.28896	5.10883	5.30197	4.95257	5.48285	5.05365	5.22485	5.11156	4.95555
SNORD51	3.5632	3.61561	3.99493	3.5684	3.35901	3.61422	3.05492	4.60441	3.07199	3.5125	3.30151	3.26957	3.84578	3.68831	3.45513	3.33228	3.51935
RHOT2	6.41243	6.12119	6.49883	6.79277	6.57988	6.41185	6.63606	6.35098	6.59416	6.46908	6.39287	6.59012	6.4139	6.59775	6.76876	6.67524	6.50876
AARD	4.1985	4.2475	4.26567	4.18953	4.26786	4.01875	4.10067	4.75973	4.61952	4.07273	4.00442	4.11245	4.05603	4.08776	4.29465	4.40353	4.54234
C4orf45	2.70578	2.74752	2.41855	2.36613	2.6965	3.01086	2.67606	2.92878	2.32608	2.80892	2.48768	3.00153	2.73644	2.29107	2.58466	2.75615	2.82052
TOX4	7.87222	7.46783	7.87351	7.90412	7.81267	7.89526	7.85206	7.36227	7.88479	8.02634	7.70426	7.91041	7.98688	7.79283	7.69428	7.75109	7.81901
MKLN1	8.08358	8.25829	8.0954	8.3934	8.23672	8.16896	8.28024	8.26556	8.28116	8.13284	8.16869	8.21605	8.07629	8.32969	8.18358	8.23249	8.19942
CNOT10	5.56719	5.46679	5.97311	5.93211	5.83492	6.07305	6.25011	5.23834	6.07331	6.25026	6.02631	5.97039	6.08363	5.73784	5.68056	6.03327	5.71504
MESP2	5.63196	5.66682	5.6948	5.62708	5.80151	5.31954	5.70982	5.60653	5.63764	5.73086	5.46078	5.39091	5.57422	5.51705	5.69943	5.63942	5.96599
SNORD115-44	2.15555	2.67523	1.85037	2.56029	2.19169	2.08286	1.72599	2.06993	2.02813	3.06762	2.83764	1.77793	2.00576	2.59223	2.27618	2.33148	2.48145
STX1A	4.6352	4.93813	4.83945	4.61108	4.44923	5.04482	4.6635	4.5296	5.07527	4.81065	5.0474	4.88854	4.62578	4.55852	5.17198	4.66872	4.68083
SCGN	3.03178	2.90984	2.97092	2.97623	2.84704	2.76081	2.77802	3.2781	3.13687	2.55647	2.86042	2.69454	2.78285	2.96144	2.87856	3.05478	3.29372
PIN1	6.20317	5.90248	5.69792	5.98757	5.84654	5.95896	5.95864	5.87905	6.08727	6.08292	6.12001	5.97293	5.94459	6.13054	5.95808	5.80679	5.97289
ANKRD24	4.84562	5.20927	4.88596	4.61311	4.84901	4.42432	4.46462	4.7245	4.42747	4.88327	4.70564	4.53431	4.57139	4.80739	5.0043	4.84941	5.2421
LINC01869	4.72886	5.0114	4.70597	4.49879	4.64811	4.29229	4.43971	4.77403	4.4327	4.26344	4.19997	4.42955	3.72889	4.28113	4.3176	4.38286	4.14247
CNIH2	5.03735	5.49198	5.17575	5.48423	5.21585	5.04724	5.10537	5.02022	5.33262	5.04421	5.15375	4.909	5.39745	5.51155	5.42416	5.37313	5.36721
SMARCD2	5.91552	5.75788	5.68715	5.88351	6.19916	5.70348	5.97728	5.49194	5.87511	5.82212	5.88222	5.7476	6.00827	5.76786	5.85364	6.02404	5.93916
ABT1	5.09193	4.38216	4.60191	4.78658	5.05301	5.01484	4.69474	4.60914	4.57065	4.72977	4.63686	5.12324	5.31371	4.48634	4.52928	5.00019	5.04176
SLC51B	4.26188	4.65247	4.08799	4.03786	4.29307	4.29296	4.34915	4.03054	4.05924	4.37903	4.35845	4.26716	3.85388	4.00156	4.27691	4.01718	4.0097
PIAS4	6.3588	6.0597	6.33148	6.24556	6.33983	6.08648	6.27236	6.07418	6.11529	6.08128	6.22191	6.31054	6.18299	6.10326	6.54524	6.22608	6.09953
ZNF155	3.98279	4.74801	4.25508	4.4136	3.98476	4.40012	4.41862	4.40733	4.52804	3.99731	4.35015	4.09049	4.73854	4.03742	4.23034	4.13224	4.6122
HEPN1	4.00094	4.18052	3.7594	3.2296	3.45008	3.18348	3.44073	3.5022	3.93268	4.1618	4.02994	3.59847	3.48711	3.68149	4.41701	3.69507	3.59739
STRIP1	5.92884	5.58475	5.71962	6.11962	5.80105	5.93794	5.72637	6.08911	5.84004	6.09792	5.89355	5.75702	5.94113	5.45394	6.07155	5.83888	5.2685
CASC1	3.079	3.84278	3.19043	3.53054	3.62344	3.47121	3.60069	3.28419	3.42027	3.04376	3.49351	3.6532	3.11426	3.81363	3.18432	3.37883	2.91263
ZNF148	7.78955	7.79829	7.60721	7.79486	8.05139	7.87922	7.89853	7.72103	7.85225	7.48505	8.00879	7.87796	7.82781	7.82592	7.50904	7.85566	7.78438
MIR187	5.01159	4.81887	4.59326	4.69586	4.34219	4.53153	4.53655	5.04624	4.67264	5.18648	4.96963	4.58117	4.55322	4.58483	5.13332	4.4863	4.43536
FOXI2	5.26926	5.25522	4.96373	4.78414	5.22169	4.76163	4.68012	4.4444	5.26144	5.39428	5.1448	4.99615	5.10775	4.96737	5.77306	4.90085	5.35071
KRTAP1-4	7.35762	7.34784	6.74306	7.04743	7.06652	7.08398	7.30302	6.70885	7.35779	7.06948	7.1502	6.81898	7.03733	7.10281	7.47278	7.07659	7.04539
RPGRIP1	3.23939	2.94469	3.42951	3.09667	2.98254	3.62988	3.194	3.19188	2.78329	3.1321	3.53238	3.32046	3.8891	3.07673	3.47344	3.24121	3.26559
ING4	6.74754	6.76175	6.81727	6.87173	6.78743	6.85188	6.93762	6.57373	6.52107	6.51645	6.85536	6.92081	6.70275	6.91325	6.79423	6.86033	6.57219
MYOM2	4.49417	3.85074	3.99015	3.27223	3.55922	3.5557	3.36256	3.73063	3.47906	3.50787	3.10357	3.55301	3.58303	3.30725	3.79417	3.36628	3.52247
TM4SF5	4.98745	4.87185	4.6386	4.93027	4.48896	5.1407	4.71809	4.90628	5.04101	5.10003	4.888	5.01311	4.97646	4.94681	5.26045	4.94808	4.95991
GSTM2P1	3.65461	3.39641	3.49658	3.72538	3.68428	3.58453	3.65325	4.01432	3.58158	3.23795	3.39879	3.67658	3.36889	3.62054	3.2424	3.41347	3.44717
ALPI	5.38408	5.78455	5.26572	5.51618	5.42414	5.27688	5.11322	5.25777	5.44366	5.53815	5.5352	5.4679	5.56171	5.58985	5.87197	5.4839	5.58871
HYI	5.45682	5.63566	5.117	5.46542	5.27524	4.89096	5.44442	4.68711	5.42776	5.82015	5.67071	5.63916	5.60851	5.42891	5.35256	5.22382	5.43808
CBR3	6.31192	5.86047	5.66823	6.33375	6.27996	6.19084	5.97324	5.83907	6.2625	6.07629	5.67848	6.02614	6.02078	6.23307	6.04293	6.44248	6.06729
DNM1	5.10304	5.04567	5.03044	5.23297	5.1112	5.07896	5.28251	5.18001	5.16723	5.17093	5.12562	5.01397	5.16579	4.83692	5.27477	5.05344	4.89898
PCDH19	2.85961	3.31972	3.22852	3.28716	2.94994	3.30678	3.17066	3.85144	3.17387	3.23404	3.02968	3.3973	3.07381	3.03445	2.90243	3.26759	3.17278
RPL32	6.88349	5.77774	6.99889	6.85183	6.67467	6.91776	6.7204	7.43902	6.81651	6.2055	6.59791	6.92728	6.89462	6.76372	6.57254	6.76948	6.84584
BSPRY	3.74525	3.88358	3.58725	3.81913	3.56032	3.55032	3.17539	3.44025	3.55532	3.48167	3.72574	3.80549	3.39284	3.34631	4.01407	3.20356	3.32337
DNAJC7	7.17027	6.55291	7.454	7.37587	7.68417	7.28116	7.32635	6.93535	7.30245	7.31208	7.50999	7.41395	7.0962	7.25457	6.91952	6.99873	6.93328
UTS2R	5.23168	5.38846	4.81807	4.99342	5.21132	5.0401	5.12694	4.57289	5.23532	5.31299	4.77109	5.02543	5.14166	5.04249	5.23169	4.79947	5.16347
FANCD2OS	4.61182	4.47558	4.29937	4.73566	4.14541	4.24713	4.27363	4.99318	4.3954	4.49892	4.1315	4.15873	4.0198	4.54039	4.63275	4.39038	4.66024
EXTL1	4.44841	4.71529	4.37502	4.28815	4.64031	4.56636	4.69538	4.04151	4.21779	4.44555	4.17758	4.07549	4.37295	4.2321	4.60382	4.40789	4.11688
LCORL	5.01611	4.42818	5.43746	5.10114	4.99812	4.96006	5.07752	5.23453	5.00834	4.52453	5.1005	4.91097	4.81932	4.82572	4.80174	5.06684	5.10646
C11orf16	4.36524	4.18002	3.98892	4.29254	4.18492	3.86319	4.35826	4.27012	4.57062	4.13098	4.29492	4.35258	4.27797	4.19467	4.43461	4.17809	4.05561
PARP10	5.94366	5.85673	5.28479	5.70575	5.65064	5.6889	5.498	6.22956	5.67577	5.72412	5.66658	5.5711	5.86091	5.49542	5.84784	5.44681	5.54221
MYOT	3.65551	3.62367	3.80906	3.82056	3.35697	4.01108	3.381	3.34004	3.34948	3.44965	3.54324	3.67734	3.63076	3.47194	3.66952	3.7875	3.66344
PLCH1	2.92484	3.43144	2.98087	3.25007	3.16989	3.07302	2.97499	3.66749	3.34698	2.98211	2.99316	2.87944	2.99472	3.02187	3.10571	2.99636	3.09986
ZNF317	5.16799	4.7292	5.12314	5.14964	5.14974	5.27053	5.3252	4.68458	5.22661	4.98523	5.1963	5.02825	5.17412	4.77866	4.93347	5.15795	4.77928
RNF168	6.90552	6.53308	6.4326	6.84973	6.91635	6.94316	6.97121	6.44625	6.93261	6.7623	6.96365	7.23406	6.66139	6.67991	7.00632	6.72959	6.84128
WNK2	4.79241	4.69708	4.40284	4.55422	4.63514	4.55005	4.56034	4.26869	4.4987	4.61042	4.44457	4.3403	4.66188	4.52318	4.67333	4.42751	4.55259
UBE2E3	7.13757	6.42577	8.09972	7.0238	7.58745	7.15939	7.21732	7.34722	7.52546	7.63737	7.09275	7.74807	7.71951	7.30259	7.1114	7.26291	7.62105
UBE2E4P	7.13757	6.42577	8.09972	7.0238	7.58745	7.15939	7.21732	7.34722	7.52546	7.63737	7.09275	7.74807	7.71951	7.30259	7.1114	7.26291	7.62105
SPTSSB	3.55762	3.25354	3.32353	2.95356	3.39909	3.54961	3.31809	3.67262	3.8456	3.45218	3.4433	3.39468	3.45114	3.55441	3.61936	3.32731	3.4662
SERPINA2	3.42739	4.43119	3.53538	3.59195	3.7622	3.37808	3.45422	4.10585	3.33295	3.26916	3.56618	3.32289	3.48089	3.57125	3.84882	3.3677	3.52702
NMUR2	3.20077	4.03987	3.46499	3.40586	3.13997	3.3379	3.34122	3.81391	3.13125	3.28718	3.18923	3.31916	3.12066	3.84497	3.47043	3.12663	3.32662
KRTAP10-10	6.10092	5.87334	5.66379	5.69387	5.92273	5.46493	5.52824	5.4082	5.69278	6.27473	5.34133	5.26204	5.68571	5.46747	6.16224	5.57841	5.48922
COX6B1	9.94465	9.55581	10.243	9.77268	9.90686	9.92792	10.0395	9.65345	9.94665	9.84531	9.70963	9.98082	9.97824	9.66753	9.84519	9.80656	9.99959
OGG1	5.26223	4.85729	5.82581	5.39732	5.17664	5.5139	5.48375	5.02222	5.69963	5.46354	5.49464	5.51106	5.23129	5.40398	5.34076	5.73383	5.15627
NKX3-1	5.85911	5.91261	6.04314	5.43999	5.66112	5.32105	5.96814	5.21182	6.03315	6.28059	5.83849	5.84671	5.69396	5.99171	6.24125	5.45756	5.54804
LSMEM2	5.4862	5.93562	5.22693	5.30056	5.41963	5.10965	5.21224	4.75786	5.50092	5.26212	4.79863	5.34916	4.93266	5.32366	5.49172	5.54211	5.39535
ESRRA	5.85969	5.65232	5.67581	5.21216	5.77748	5.61517	5.85908	5.05856	5.70708	6.05636	5.95231	5.7384	5.81697	5.38694	5.39039	5.48223	5.77787
FAM19A5	5.44371	5.75279	5.34253	5.6281	5.62493	5.40442	5.73123	5.74992	5.66876	5.26479	5.4652	5.39091	5.48904	5.65012	5.73482	5.4306	5.75623
SIRT3	6.22961	5.82068	6.31116	5.84122	6.11948	6.02535	6.19076	5.09509	6.13783	5.85013	5.61049	5.97399	6.3398	6.11841	5.97538	5.85438	5.77693
DCANP1	4.60946	4.16646	4.21593	4.44943	3.95327	4.2624	4.62896	4.78355	4.60762	4.23611	4.1027	4.07837	4.11542	4.57432	4.19405	4.22352	4.00633
TIFAB	4.60946	4.16646	4.21593	4.44943	3.95327	4.2624	4.62896	4.78355	4.60762	4.23611	4.1027	4.07837	4.11542	4.57432	4.19405	4.22352	4.00633
THADA	6.06215	5.39112	6.03079	6.02992	5.64787	6.20228	6.03424	5.74211	5.72427	5.71375	5.91682	6.02712	5.96019	6.11961	5.86593	6.08763	5.82906
KLHDC4	5.36183	4.44032	5.78516	5.43523	4.90938	5.31227	5.21754	4.73735	5.20236	5.19466	5.35252	5.3647	4.97725	5.32481	5.08735	4.78986	5.4347
ACADS	4.92337	4.8003	5.53506	4.97605	5.28573	5.17452	5.36198	4.91418	5.20053	5.37169	5.14073	5.24497	5.10489	5.00406	5.53101	5.19707	5.40117
COL27A1	5.22397	5.41372	4.97999	4.92257	5.37997	5.09391	5.12576	5.33143	5.46829	5.37378	4.9527	5.10549	5.25086	5.37112	5.32056	5.08272	5.28107
WRNIP1	5.45054	5.46661	5.79632	5.71569	5.60341	5.69551	5.77327	5.41223	5.44655	5.72315	5.4575	5.86747	5.21382	5.78911	5.46814	5.68853	5.62057
CDK13	7.59941	7.45515	7.51751	7.74336	7.48991	7.67332	7.68167	7.51315	7.34419	7.64711	7.65208	7.62228	7.39212	7.64327	7.3665	7.71936	7.58468
FOXJ1	4.2706	4.29241	4.27094	3.97287	4.43042	4.16151	4.09444	4.23561	4.47129	4.50878	4.12355	4.11349	4.43396	4.15048	4.07844	4.07701	3.83203
C8orf17	3.8746	3.62346	3.50628	3.46345	3.27085	3.37701	4.16162	3.97812	4.11651	3.99885	3.17536	3.6229	3.64623	3.68527	3.94765	3.42301	3.31948
FAM71A	3.26656	3.73427	3.75884	3.64597	3.76183	3.40428	3.84246	3.47529	3.81185	3.97992	3.46468	3.75376	3.54903	3.61544	3.96912	3.81362	3.70618
FTHL17	4.32583	4.47957	4.42505	4.29651	4.04197	3.77237	4.78913	3.75119	4.29703	4.17361	4.42359	4.17757	4.01316	3.95279	4.28524	3.97941	4.99221
TMEM125	4.92441	5.30601	4.87319	4.86259	4.94227	4.79043	5.12369	4.77002	5.07211	4.99409	4.92445	4.88854	4.84292	4.7931	5.02692	4.52319	4.63041
CHAF1B	3.88064	4.78813	4.17137	4.13045	3.94026	3.88501	4.29054	4.21558	3.92737	3.83699	3.84823	3.65992	3.6998	4.09298	4.11185	3.53978	3.97597
KLHDC7B	5.28663	5.44763	5.18328	5.16946	5.22297	5.05348	5.13077	4.73786	5.13623	5.08916	5.09124	5.11963	5.10033	5.04112	5.47548	5.02498	5.43927
ZNHIT2	5.02065	4.59349	4.87536	4.80544	5.03203	4.64581	4.26415	4.89668	4.81041	4.66856	4.61307	4.68368	4.87114	4.69109	5.19437	5.09486	5.29618
CASKIN1	4.29564	4.44769	4.06234	4.07802	4.15408	3.91595	4.10069	3.96225	4.42713	4.06591	4.1434	4.38237	4.10065	3.96789	3.93128	4.29277	4.28609
ENGASE	5.01217	4.81907	5.19339	5.26995	4.74153	4.85803	4.95695	4.28193	5.11412	5.02451	4.86623	5.06272	5.0941	5.25344	5.57523	4.32171	4.85582
DNAJC9	5.9942	5.93505	6.17606	6.1552	5.81039	6.11839	6.07905	5.18364	5.74363	6.14691	5.98856	5.98558	6.02456	6.19092	6.25557	6.04292	6.07035
HSP90AA4P	3.09922	3.841	3.17783	3.76141	3.55788	3.68966	3.40691	3.87944	3.55469	3.36981	3.65118	3.7253	3.65668	3.64112	3.61493	3.8346	3.93262
DKKL1	3.08736	3.08512	3.17688	3.20882	3.00751	3.55481	3.14528	4.02981	3.01894	3.69862	3.1594	3.1969	3.10096	2.99968	2.89499	3.51724	3.44793
RLN1	3.35799	3.84806	3.90756	3.97564	3.43415	3.34036	3.67983	3.78389	4.20972	4.32679	3.64304	3.63882	3.52658	3.99333	3.74953	3.41006	3.47985
CEBPA-DT	4.08376	3.73092	3.82256	3.81371	3.70122	3.55898	3.66679	3.73382	4.17911	3.92383	3.82872	3.76402	3.88252	3.64375	3.76758	3.42694	3.97089
SRSF1	8.1113	7.62978	7.94591	8.38005	7.95162	8.10878	8.09861	8.46251	7.86903	7.78511	7.96708	8.40918	8.27977	8.32713	7.81407	7.89188	7.79565
CYP2F1	4.42725	4.13655	4.58531	4.28743	4.41359	4.87801	4.63269	4.81087	4.29206	4.68139	4.60284	4.06815	4.13132	4.43035	4.23472	4.34731	4.61561
SHC4	2.95932	3.07086	2.95493	2.65458	2.70209	2.68632	2.74925	3.22178	2.95197	2.70959	2.97035	2.75064	2.7042	2.754	2.97456	2.77714	2.99418
ARL6IP4	7.16639	6.529	6.90903	6.92671	7.13232	7.07542	7.17529	6.84645	7.32191	7.00683	6.60801	7.13932	7.04632	6.78396	6.80087	7.09444	6.83513
ALG1	5.31596	5.27331	5.46238	5.50263	5.37015	5.31434	5.39387	5.14953	5.6348	5.61782	5.32642	5.58247	5.34201	5.51606	5.75541	5.05578	5.48733
HMX3	4.88314	4.34263	4.51482	4.7325	4.94148	4.7732	4.47331	4.38345	5.58413	4.91527	4.96827	4.71332	4.88179	4.92344	5.66502	4.82794	4.93905
ARHGEF15	5.42842	5.80536	5.20562	5.03992	4.94908	5.02822	5.33212	4.61489	5.04379	5.42425	5.39364	4.93715	5.26156	5.41318	5.26671	5.03147	5.07243
SNORD115-32	2.06162	4.04621	1.96495	2.18646	2.14207	2.29747	2.19179	3.46271	2.04986	3.43422	2.95736	2.1564	2.19116	1.98643	2.20742	2.4016	2.32812
LRRC3	4.71503	4.87926	4.40606	4.90346	4.79696	4.47293	4.46719	4.4715	4.71659	4.76595	4.587	4.67542	4.64154	4.55365	4.78639	4.02892	5.06982
FBXO24	4.38091	4.14509	3.66563	3.96871	3.83413	4.2268	4.32648	3.81731	4.08034	3.92173	4.55588	4.23118	4.0773	4.18652	4.2024	3.47737	3.73538
MAGEA11	3.17206	3.02383	2.57902	2.96621	3.06652	2.75051	2.87829	3.32679	3.19923	2.89943	3.15928	2.64059	3.00778	3.01436	2.81995	3.02347	3.23556
ATP5F1B	9.07893	7.83524	9.47001	9.05744	9.10476	8.89323	9.00366	8.07814	8.85346	8.93477	8.78057	9.1961	9.18276	8.80948	8.71446	8.55547	8.84744
HNRNPA3P1	8.82978	8.81347	9.03652	9.0576	8.78113	8.92552	8.98961	9.1796	8.51826	8.62498	8.83939	8.88672	8.91705	8.81203	8.6907	8.53955	8.57857
HNRNPA3	8.82978	8.81347	9.03652	9.0576	8.78113	8.92552	8.98961	9.1796	8.51826	8.62498	8.83939	8.88672	8.91705	8.81203	8.6907	8.53955	8.57857
DOK6	3.28429	3.25611	3.26264	3.07652	3.17293	3.63351	2.94944	2.97408	3.22611	2.97115	3.15977	2.94381	3.26227	3.03879	3.00817	3.01219	3.97711
MIRLET7E	3.31693	3.21129	3.02168	3.02285	3.20468	3.56909	3.49735	3.38408	3.17123	3.48959	2.92229	3.42145	3.27693	2.98471	3.23147	2.97699	3.59061
TRMT1	4.79823	4.37371	4.51482	4.73294	4.40926	5.08678	4.82415	4.94781	4.70343	4.45534	4.83137	4.52405	4.54224	4.6338	5.1244	5.33899	4.57384
RAC3	4.88182	5.16542	5.04716	5.03723	5.19414	5.00673	5.19845	5.26283	5.58547	5.54196	5.3285	5.16362	4.80977	5.32753	4.9745	5.3268	4.74351
BOP1	6.50202	6.3295	6.20156	6.14457	6.16967	6.15264	5.8217	5.49738	6.33202	5.95065	6.14372	5.77103	5.97839	6.2479	6.00668	6.07723	5.93005
ACADL	2.5532	3.17931	2.42234	2.57235	2.49695	2.58377	2.35355	3.21095	2.61223	2.4513	2.51653	2.50562	2.22929	2.59833	2.52832	2.24978	2.64876
LMAN1L	4.86488	4.79714	4.38945	4.63315	4.35424	4.37519	4.65674	3.67051	4.89709	4.75567	4.6892	4.52649	4.80885	4.78215	4.7896	4.58254	4.75029
TRIM36	3.69743	3.46497	3.18471	3.17012	3.29007	3.44517	3.23903	3.52782	3.39826	3.61094	3.50022	3.38635	3.18562	2.97184	3.28761	3.53485	3.41906
TRNAU1AP	5.63152	5.39804	5.99775	6.33984	6.26922	6.17547	5.99479	6.04875	6.04699	5.76336	5.87181	6.03608	5.9826	5.9489	5.68515	6.26199	5.89021
OR2B11	4.15784	5.10149	3.64769	3.45623	4.63493	3.06577	3.82644	4.65011	3.62904	3.82691	3.89394	4.79335	3.64431	3.88497	3.72991	3.70974	4.09656
CCDC85A	4.11218	4.40931	3.98763	4.25055	3.88417	4.14039	3.75206	4.50009	4.46585	4.14479	4.15043	3.74585	3.93516	4.20798	4.43073	4.12967	4.24371
MIR504	4.40743	5.35267	5.05659	4.69272	5.20689	4.87709	4.6525	5.16007	5.30102	5.16892	5.1228	5.04706	4.65404	5.15313	4.9931	4.67497	4.62119
ZNF385C	4.43582	4.33441	3.97747	4.19939	4.30279	4.12461	3.99999	4.00664	4.10788	3.97146	4.30193	4.53242	4.43962	4.23892	4.26596	4.29032	3.99627
TLX3	3.88531	3.66865	3.39662	3.74183	3.35619	3.10025	3.72758	4.23337	3.71988	4.19368	3.74643	3.5402	3.64786	4.13924	3.66848	3.79676	3.93485
NPY6R	3.58544	4.21628	3.57793	3.64108	3.45413	3.46745	3.67732	4.01645	3.28534	3.983	3.89437	3.46163	3.74151	3.76837	3.67257	3.53393	3.31948
PDCD1	5.88176	5.72881	5.3405	5.61146	5.43371	5.37156	5.48967	5.55818	5.80807	5.60926	5.44292	5.4829	5.45007	5.61312	5.88588	5.59916	5.27898
ATAD3A	5.41744	5.27684	5.67879	5.76755	5.10527	5.45243	5.69566	4.57213	5.81533	5.69894	5.74862	5.18138	5.56088	5.7663	5.88726	5.86174	5.60314
PGGT1B	7.44397	7.21396	7.1651	7.5894	7.48038	7.07789	7.03838	7.02028	7.21221	6.92872	7.19477	7.21662	7.35939	7.3938	6.78349	7.16211	6.9264
POLD1	4.95095	4.03668	4.58936	4.27055	4.18744	4.04977	4.54688	4.38074	4.69702	4.63664	4.49023	4.18638	4.15229	3.98999	4.7111	3.93471	4.34484
AUNIP	4.1859	4.19662	3.84519	3.85457	4.13107	4.04634	4.05134	4.35577	4.01204	4.06071	4.19724	4.21861	4.56197	3.8822	4.19185	3.88259	4.20701
OR52N2	4.42472	4.90608	4.29714	4.5247	4.31314	4.31317	4.37005	4.39377	4.43003	4.28747	4.21377	4.20287	4.09938	4.45715	4.23324	4.06083	4.33095
SPIRE2	5.44452	5.18486	5.18333	5.38115	5.4716	4.77067	4.82805	4.98791	5.41152	5.18895	5.36773	5.05083	5.11479	5.0199	5.63072	5.06087	5.59541
LOC400867	4.14331	4.14053	4.30496	3.75054	3.65211	3.78154	4.35966	4.22284	4.17667	4.07784	4.20827	4.33842	3.60933	3.99738	3.41047	3.84241	3.51968
PDZD9	3.46396	4.04372	3.63705	3.24037	3.51323	3.68139	3.74689	5.0022	3.64361	3.56747	3.59229	3.97413	3.72426	3.84442	3.18457	3.75493	3.66922
FASTK	6.3869	5.78111	6.12366	6.41137	6.17942	6.25927	6.36333	6.11546	6.61005	6.79	6.11671	6.52605	6.33495	6.55965	6.4597	6.49728	6.60308
CCL22	5.10403	5.30045	4.56356	4.81201	5.03868	4.75888	4.72941	4.45479	4.83538	4.9263	5.03403	4.87378	4.61308	4.69118	5.05905	5.04521	4.80916
ZNF747	6.22614	5.95249	6.20604	6.11415	6.32319	6.11268	6.06881	6.62109	6.46891	6.2305	6.1368	6.05981	6.07966	6.22607	6.49763	5.92513	6.27341
LIPC	3.25814	3.23099	2.72235	2.57927	3.08147	2.89995	2.61511	2.9218	3.3306	3.33009	2.65427	2.43341	2.49041	2.95485	3.1691	3.60853	2.49463
RER1	8.02438	7.73422	7.8794	8.14602	8.12257	7.93042	7.97154	7.25577	8.163	7.94856	8.12021	8.34993	8.13958	8.05089	7.79584	8.02247	7.92045
GMPPB	5.19451	5.53862	5.4154	5.61073	5.7276	5.6463	5.44991	5.31141	5.65757	5.41444	5.35917	5.56067	5.22581	5.56219	5.4042	5.22077	4.9715
CAMK1G	3.69539	3.60686	3.66043	3.67426	3.76365	3.25582	3.22219	4.7907	3.43835	4.09267	3.67502	3.60223	3.58027	3.87135	3.75022	3.55476	3.36705
LRRTM4	3.5374	4.13937	3.5789	3.29023	2.96786	2.91559	3.03578	3.79441	3.02554	3.45918	3.99733	3.21065	2.86886	3.4008	3.86093	2.89435	3.37891
SNTG2	3.82021	3.56194	3.7073	3.19473	3.69674	3.59271	3.74074	3.43127	3.44423	3.47426	3.83367	3.70344	3.69473	3.72669	3.80777	3.74214	3.5233
ARF1	10.7333	10.4888	10.9715	10.6598	10.9212	10.5543	10.7821	9.29355	10.3811	10.4469	10.588	10.5513	10.8672	10.6361	10.8402	10.6237	10.757
DANT2	5.0971	4.68317	4.55638	4.44281	5.05212	4.45817	4.80139	4.22551	5.11525	4.80836	4.40907	4.73062	4.53803	4.65425	4.9803	4.481	4.67055
ZSCAN25	6.23685	6.17698	5.79181	6.34951	6.06383	6.07841	6.16783	6.33308	6.38711	6.12636	6.07877	6.033	6.45177	6.12696	6.36512	6.07752	6.24349
RPS13	10.7394	10.1555	11.3243	11.2612	10.7388	11.1358	11.293	11.2713	11.087	10.7565	10.9629	11.3544	11.215	11.2297	10.7366	10.9113	10.6156
GCSAML	3.48459	3.40804	3.27081	3.40679	3.60409	3.71188	3.21308	4.40157	3.3844	3.16103	3.125	3.60903	3.47596	2.88822	3.45451	3.50572	4.11948
KBTBD13	4.06531	4.60614	4.73486	4.6253	4.53633	4.05096	4.13358	4.4254	4.46503	4.49043	4.57094	4.66385	4.35169	4.5298	4.69277	3.9742	4.28195
PTH1R	4.89533	4.9984	4.63895	4.34272	4.76533	4.1438	4.52008	4.52865	4.84018	4.43941	4.34682	4.63593	4.57783	4.53135	4.83679	4.41536	4.60439
LRRC56	4.83306	4.62188	4.36075	4.53076	4.75734	4.68328	4.96538	4.56427	4.88047	4.57851	4.66814	4.87616	5.12626	4.52679	4.82799	4.60266	4.36974
POU4F3	4.69083	4.55932	4.15133	4.24437	4.47293	4.13331	4.55154	5.12599	4.58198	4.51907	4.10021	4.82281	4.48352	4.31827	4.77349	4.50793	4.38152
MEGF6	5.39127	5.37213	5.40701	5.41687	5.29716	5.25082	5.27276	5.67656	5.29926	5.5065	5.39921	5.36295	5.63906	5.49893	5.7285	5.35863	5.30052
DGCR6L	5.37283	5.26532	5.24649	5.12437	5.38501	5.2526	4.97962	5.22164	5.5156	5.52472	5.09057	5.28718	5.22965	5.09203	5.37173	5.07167	5.49382
FOXB1	4.31419	4.11019	4.27265	3.91911	4.50838	4.0328	3.71938	4.52793	4.00092	3.94801	4.03527	4.00335	3.93596	4.39856	4.20452	4.02329	4.34225
PENK	5.20985	5.0734	4.84896	4.82734	4.89706	4.3184	4.69127	4.91163	4.66574	4.94972	4.63683	4.66567	4.99441	4.60746	4.77648	4.61395	4.81482
NPBWR2	3.82899	3.90324	3.54832	3.62029	3.72924	3.72467	3.53395	3.08612	3.75249	3.78997	3.72045	3.55266	3.69668	3.99167	3.80076	3.75701	3.99346
BUB3	6.5957	5.04399	7.06114	7.06935	6.34059	6.79039	6.69352	7.03366	6.64215	6.33702	7.01673	6.78978	6.78483	6.91379	6.53895	6.97611	6.99906
HDAC1	7.36259	6.84738	7.42851	7.42481	7.15476	7.44621	7.47963	6.9866	7.15799	7.56104	7.40828	7.37371	7.27812	7.21067	7.18919	7.45119	7.11772
TSHR	3.53511	4.46941	3.31407	3.36394	3.2497	3.50635	3.41828	4.04154	3.60401	3.46313	3.39585	3.65019	3.91395	3.33674	3.88065	3.37756	3.73712
