GSM1900772	GSM1900777	GSM1900789	GSM1900806	GSM1900817	GSM1900826	GSM1900834	GSM1900849	GSM1900856	GSM1900863	GSM1900890	GSM1900905	GSM1900912	GSM1900922	GSM1900929	GSM1900944	GSM1900950
RIMBP3C	4.91833	4.53868	4.52718	4.80274	4.60857	4.59509	4.49689	4.57482	4.82652	4.68452	4.40803	4.45505	4.69339	4.52602	4.72001	4.40917	4.54435
RIMBP3B	4.91833	4.53868	4.52718	4.80274	4.60857	4.59509	4.49689	4.57482	4.82652	4.68452	4.40803	4.45505	4.69339	4.52602	4.72001	4.40917	4.54435
MIS18A	4.57508	3.92009	4.4449	4.84449	4.17293	4.44193	4.83926	4.24606	4.75435	4.67414	4.5632	4.69163	4.78581	4.35451	4.31589	4.81135	4.76572
ORC6	4.07439	4.74781	4.28125	3.81685	4.01307	3.83519	4.05695	3.96487	3.67641	3.7995	3.83996	3.9226	3.881	3.76952	3.82899	4.03019	4.16132
ORMDL2	7.83315	7.67191	7.86072	7.99182	8.3398	8.04108	7.99379	7.6473	8.23453	8.15335	8.25679	7.94185	7.87285	8.17547	7.92056	8.17016	7.64993
PRAG1	5.81962	5.40309	5.90786	5.97176	5.46708	5.78827	5.97668	4.88791	6.03381	5.97973	5.7329	5.67212	5.68792	5.58865	5.82767	5.9127	6.04529
ASNA1	6.68654	5.44549	7.03673	6.38705	6.71377	6.70125	6.49872	5.87487	6.66982	6.3392	6.2988	6.60934	6.74949	6.25064	6.66959	6.53567	6.85844
OXR1	6.06846	5.64971	6.28605	6.5578	6.37644	6.39165	6.19302	5.88908	6.31639	5.35059	6.14694	6.27843	6.17514	6.34014	5.35205	6.13104	6.12058
RAMAC	7.5297	7.29748	7.55965	7.43619	7.70408	7.5246	7.67648	7.18402	7.21978	7.21585	7.49348	7.79278	7.58001	7.51048	7.14487	7.42668	7.55591
ADNP	7.04652	6.42296	7.18414	7.22028	7.1085	7.08089	7.35804	7.08953	7.1984	7.10359	7.44852	7.11406	6.781	6.97468	7.24056	7.2806	7.01204
APPL2	7.97732	8.31359	7.54917	7.96825	7.6052	8.01523	7.86683	7.57424	7.89614	7.9721	7.94668	7.64047	7.92612	8.15763	8.0082	8.03297	7.61856
NFAT5	7.82597	7.98125	7.57438	7.82551	7.83907	8.02349	7.78268	7.65915	7.84258	7.84096	7.86243	7.70132	7.73049	8.09728	7.91472	7.99613	7.67819
MYSM1	7.46855	7.27382	7.51135	7.7794	7.32778	7.62286	7.54066	7.98817	7.67751	6.78112	7.77888	7.70816	7.68042	7.51085	6.96589	7.48585	7.23219
NAPG	7.3774	7.03012	7.57861	7.18624	7.27199	6.97267	6.98516	7.00892	6.72258	6.74713	7.08609	7.38486	7.14713	7.01957	6.56655	7.02661	6.97005
ENTPD4	7.57434	7.22313	7.15243	7.8598	7.60121	7.61306	7.63567	7.22738	7.46532	7.50031	7.71457	7.52868	7.67692	7.87014	7.6939	7.76569	7.35347
CDC42BPG	4.80179	4.8494	4.54884	4.87693	4.48097	4.62309	4.72271	4.81789	4.50301	4.91299	4.98045	4.82624	4.47403	4.62494	5.31445	4.18977	4.7526
USE1	5.36217	5.42576	5.38107	5.37762	5.47187	5.5116	5.66511	5.19659	5.77199	4.93583	5.11914	5.46333	4.8487	5.60778	5.45557	5.40417	5.21776
NPW	5.43993	5.30543	4.93574	5.17458	5.10647	4.84319	5.30354	5.42634	4.90348	5.4455	5.07404	5.23669	5.16927	5.17467	5.34303	4.95897	4.83447
NIPSNAP1	5.64378	5.43464	6.23403	6.09055	5.97666	6.09766	5.95551	5.25468	6.27581	5.94418	5.81622	5.93106	5.79951	5.48442	6.15873	5.72148	5.97715
ASB13	4.92969	4.97414	4.65686	4.79628	4.87943	4.84868	4.84876	5.09445	4.77034	5.14948	4.78439	4.85185	4.82326	4.90092	4.97125	5.16614	4.53558
TMEM80	6.57931	5.56365	6.47683	6.41392	5.89276	6.17491	5.80096	5.60549	6.39344	6.39002	6.39278	6.58892	6.16285	6.19571	6.23276	6.1302	6.41253
AMELX	2.73979	2.95509	3.43633	2.83256	2.82387	2.84113	2.95212	3.42484	2.7486	3.01848	3.01557	2.90606	3.22864	2.63014	2.80336	2.96628	3.2272
TNFRSF8	5.73649	5.81111	5.5345	5.53869	5.51905	5.31676	5.46693	5.37839	5.65066	5.94354	5.84973	5.6828	5.52769	5.69203	5.80981	5.37926	5.62253
ARHGEF4	4.36821	4.46871	4.26497	4.02164	4.35368	3.82576	4.08295	3.98194	3.90301	4.30842	3.8738	4.38401	4.31314	4.04836	4.2153	4.24819	4.06146
SNX3	9.78715	9.41759	10.25	9.38085	10.066	9.12245	9.38558	8.97803	9.23829	9.09328	9.14686	9.53956	9.55449	9.45933	9.56487	9.047	9.79795
NUDT21	8.29368	7.16615	8.22718	8.41124	8.0035	8.26616	8.35177	8.13509	8.33505	7.78305	8.24301	8.04967	8.27631	7.80657	8.05404	8.35495	8.13859
ADSSL1	4.96575	5.38934	4.93264	4.88398	4.9695	5.06894	5.04671	5.29083	5.00137	5.06142	5.29671	5.00137	5.19329	4.78426	5.00137	4.71006	4.90633
RAB21	7.41974	7.28972	7.94268	7.76956	8.2288	7.67754	7.66633	7.4487	8.00383	7.21365	7.97084	7.80521	7.87892	7.39211	7.59127	7.39462	7.78999
SLC38A7	5.06714	4.93031	4.60236	4.79199	4.71752	5.0021	4.82551	3.90166	5.03101	4.99162	4.55117	4.41005	4.82524	4.72454	5.25287	4.82421	4.90395
ENPP5	3.07822	2.74951	3.10529	3.3847	2.86961	3.62352	3.54884	2.90351	2.53274	3.31025	3.42183	3.2945	2.9801	2.863	3.05763	2.782	4.12698
PMS1	5.67021	5.01819	6.05812	6.0423	5.29602	6.1238	5.76014	5.1413	5.52512	5.68613	5.58694	5.90541	5.59075	5.94432	5.63374	5.92806	6.07338
DUSP16	6.41664	6.9081	5.96236	6.27092	6.36835	6.28157	6.49116	6.39439	6.37361	6.40201	5.82179	6.21731	6.24723	6.13289	6.67345	6.32315	6.21776
MIR134	4.97784	4.85495	4.25732	3.76643	4.10531	4.14231	4.45843	3.17415	3.94576	3.99318	4.52951	4.22709	4.31567	4.79656	4.22867	3.5346	4.22538
CDC40	6.56209	6.53017	6.5424	6.89209	7.11985	6.70162	6.87394	7.2381	6.7067	6.04824	6.8696	6.86594	6.97931	6.50214	6.28458	6.82393	6.67465
FAM118A	5.56455	5.44225	5.37647	5.68428	5.06317	5.4779	5.53726	7.03392	5.49764	6.03353	5.33902	5.57789	5.60341	5.25658	5.56468	6.18267	5.85393
NLRP7	2.83321	3.70686	3.26545	3.40128	3.11358	3.19525	2.92869	3.58317	2.66844	3.52613	3.49903	3.08705	2.95866	3.69266	3.15477	3.24106	2.7876
SMUG1	5.38922	5.42282	5.58064	5.95808	5.8671	5.863	5.7649	5.34004	5.84415	5.86905	5.90842	6.06174	5.75197	5.74428	5.68783	5.74408	5.48338
MTO1	5.2492	4.85417	5.61188	5.93575	5.27706	6.05646	6.18931	6.08794	5.76116	5.30668	5.83987	5.91941	5.73788	5.7642	5.40538	5.921	5.33412
METTL17	5.97802	5.42565	6.37592	5.9552	5.8092	6.01881	6.22536	5.80624	6.01629	6.01418	6.22658	6.16456	6.43403	6.05097	5.74045	6.37174	5.77075
LOC100129484	7.04012	7.00932	6.95241	7.01994	6.96694	6.73775	6.82178	6.43001	6.85256	7.05493	6.82013	6.8975	6.94119	6.81893	6.88235	6.97152	7.16813
VPS13D	6.22803	6.3296	6.37431	6.6127	6.52972	6.76484	6.49119	6.75761	6.23416	6.58133	6.3989	6.39604	6.54857	6.36269	6.29604	6.63055	6.28412
ZNF607	3.14417	3.55525	3.92639	3.83134	3.29896	3.84178	3.61453	3.83686	3.37001	3.83679	3.46603	3.94936	3.67112	3.40838	3.5338	3.38996	3.66342
ZNF311	2.90662	3.88755	3.356	3.12652	2.86775	3.09159	3.24963	3.42626	2.78978	2.92036	2.8187	3.28418	3.15373	3.25432	3.11583	3.22776	3.2839
MIR302B	2.58859	2.22654	2.87057	2.84838	2.49979	2.79548	2.926	4.01485	3.07141	3.14381	2.48088	2.50804	2.60026	2.83623	2.75202	3.12111	2.92151
PRPH2	4.35019	4.36792	4.34377	3.91877	3.58707	4.17581	3.73391	3.4539	4.14789	3.76518	3.97348	3.98279	4.10189	3.4752	4.31076	3.98921	4.05167
KMT2B	5.79358	5.93839	5.28411	5.71469	6.1153	5.83791	5.96087	4.94271	6.02412	6.31865	5.85899	5.86238	5.66622	5.58738	5.86111	5.88906	5.50044
PCGF3	7.10021	6.64988	7.53924	7.43124	7.07431	7.13994	7.04272	6.59074	7.30183	7.05071	7.27792	7.40567	7.13919	7.62329	7.05841	7.55686	6.91033
PCM1	7.63768	6.94118	8.29665	7.89521	7.7028	7.90288	7.88739	8.14959	7.72366	7.46262	7.39486	7.74297	7.6041	7.59413	7.22907	8.02386	7.9565
SLC9A3R2	5.32127	5.60277	5.54716	5.73753	5.80342	5.70105	5.40721	5.46921	5.58647	5.87107	5.50775	5.60214	5.59758	5.74497	5.86423	5.54511	5.63371
CLTCL1	5.36211	5.23918	4.6294	4.91189	4.9095	4.76287	4.45658	4.59074	5.01215	4.80803	4.75183	4.73088	4.82957	4.92361	4.74878	4.4837	4.91927
SEPSECS	5.62175	4.39959	6.3897	5.70528	5.08554	5.67328	5.45511	5.81418	5.63889	4.67267	5.47083	5.49058	5.29363	5.15508	5.09851	5.87506	5.90115
AURKB	5.06809	5.87972	5.74171	5.33036	5.64977	5.1852	5.64028	5.26779	5.16051	5.2078	5.164	5.31379	5.20043	5.28219	5.85792	5.65548	5.27815
TSFM	4.67331	5.0106	5.51355	5.1929	4.50314	5.10377	5.2148	5.48637	5.12996	4.70523	5.14562	5.29756	4.94467	4.96818	4.59174	4.92408	4.62697
FAM184A	3.44972	3.40415	3.4677	3.32651	3.1942	3.31531	3.66062	3.87758	3.35629	3.68384	3.5143	3.14861	3.38044	3.22067	3.3857	3.33596	3.20894
HELZ2	5.51455	5.65243	5.3567	5.43197	5.59979	5.74929	5.53374	4.76664	5.73942	5.75637	5.67162	5.40489	5.48253	5.36609	5.80965	5.38154	5.77807
THEGL	4.24006	4.33441	5.07125	3.77945	3.99686	3.986	4.19314	4.81456	4.20516	3.83567	3.75525	4.44863	4.24758	3.96454	4.31339	4.61973	4.81819
RAD9A	6.09022	5.91941	5.75592	5.97407	5.80453	6.4414	6.24821	5.55858	6.28093	6.4868	5.98023	6.47136	6.37162	6.22532	6.34774	6.40198	6.15292
GNRHR	3.42302	3.72924	3.49353	3.86192	3.17847	3.11942	2.97897	4.00778	3.33045	3.37771	3.24171	3.80128	3.07229	3.01864	3.31288	3.33566	3.32436
RNF133	2.17312	2.12955	2.11725	2.03129	1.99716	2.14108	2.0974	2.30377	2.06684	2.39937	2.33948	1.96518	2.19788	2.04428	1.89938	1.95842	2.13167
NMRAL1	5.34156	4.46418	5.38087	5.4685	5.03393	5.46678	5.59306	5.00514	5.45647	5.30349	5.08211	5.71188	5.49998	5.10053	5.36733	5.31047	4.89541
RSF1	7.07786	6.83039	7.26495	7.50137	7.51166	7.26378	7.37643	7.24754	7.53069	7.09956	7.31908	7.43364	7.31315	7.4148	6.70971	7.4456	7.51405
VAT1L	3.39148	3.35772	3.291	3.30386	3.41322	3.07047	3.22701	3.83864	3.48389	3.303	3.15111	3.12908	2.89649	3.28718	3.07491	3.22795	3.61304
CCDC34	3.05754	3.48178	3.57298	3.05754	3.12589	3.09283	3.1981	3.20168	3.48348	3.05553	3.4564	3.36804	3.42554	3.24644	3.55698	2.89649	3.51105
FNDC1	4.23829	4.3763	4.19835	4.2507	4.2268	4.05548	4.15527	4.54173	4.30381	4.47288	4.28524	4.01071	4.08168	4.27809	4.16979	4.38913	4.50778
CLEC18C	4.9863	5.38158	4.82335	4.70713	5.17002	4.8144	4.99791	4.60088	4.7711	5.37661	5.40737	4.79683	5.21473	5.36974	5.28974	4.81556	4.6404
CLEC18A	4.9863	5.38158	4.82335	4.70713	5.17002	4.8144	4.99791	4.60088	4.7711	5.37661	5.40737	4.79683	5.21473	5.36974	5.28974	4.81556	4.6404
CLEC18B	4.9863	5.38158	4.82335	4.70713	5.17002	4.8144	4.99791	4.60088	4.7711	5.37661	5.40737	4.79683	5.21473	5.36974	5.28974	4.81556	4.6404
GNB1	9.14364	9.08495	8.89676	9.00754	9.39189	9.11207	9.18041	8.31036	9.32258	9.37524	9.16358	9.01168	9.10668	8.88901	9.39766	9.36567	9.16666
FAM32A	6.75014	6.3086	7.16216	6.62794	7.20796	6.68338	6.85471	6.25547	6.92527	6.51007	6.6008	6.90704	6.64629	6.80612	6.38232	6.66613	7.27253
TIRAP	6.38118	6.19358	6.1492	6.03355	6.73722	6.5206	6.43848	5.57934	6.44234	6.49999	6.67496	6.32653	6.48098	6.40965	6.21262	6.7229	6.60528
SDF2	7.59134	7.26398	6.96247	7.63745	7.93719	7.23559	7.59691	7.10877	7.97011	7.65044	7.63361	7.96363	7.86649	7.71263	7.44685	7.17486	7.39161
RTN4IP1	3.83441	3.88192	4.23766	4.38981	4.32294	4.31375	4.18047	4.06036	4.4946	3.90023	4.2278	4.49424	4.32203	4.33944	3.98294	4.45426	3.55222
PPIH	5.4718	4.16949	5.93431	6.00767	4.48444	6.1235	6.26488	5.75715	5.83622	6.10441	5.63301	6.15044	5.58625	5.92022	5.23822	5.76288	5.46663
GGT8P	5.80318	6.28953	5.23094	5.40753	6.0626	5.69795	5.72062	4.99469	5.74788	6.14741	5.48458	5.66475	5.61821	5.57489	5.70546	5.40813	5.27488
FAM160B1	7.99818	8.50767	7.50289	8.02011	8.50148	8.01673	7.95967	7.28556	7.9188	8.27105	8.30421	7.96986	7.71916	8.02085	7.96304	8.07419	8.14178
LZTS1-AS1	4.66203	4.61208	4.38778	4.19599	4.05873	4.61377	4.11273	4.39951	4.50655	4.97005	4.00939	3.96436	4.26974	4.68102	4.38092	4.6077	4.37778
UTS2	2.99878	7.13319	3.12908	6.68489	2.95535	3.14014	2.8843	3.4665	2.90946	3.33643	2.85059	2.98517	3.06083	2.59205	2.75114	6.62396	3.08463
PAQR6	5.46036	5.91869	5.36594	5.62196	5.15285	5.65376	5.33174	4.99065	5.38211	5.49422	5.55544	5.64591	5.86663	5.75007	5.61129	5.31448	5.60592
FDX2	5.59718	5.96714	5.51997	5.55439	6.00452	5.21505	5.94824	5.13863	5.8346	5.74547	5.70378	6.04368	5.59533	5.91709	5.26636	5.32229	5.32337
PDZD4	3.6708	3.42264	3.58546	4.10788	3.84591	4.08819	3.9721	3.65431	3.7157	4.08379	3.54954	4.11398	3.92383	3.38328	4.04715	3.79877	4.55308
CDC45	3.57674	3.65941	3.89614	3.34427	3.58972	3.36687	3.75442	4.07441	3.52001	3.60466	3.63987	3.36617	3.68858	3.86449	3.74983	3.29832	3.44569
DDX20	5.24895	4.60687	5.72806	5.25986	5.05358	5.56585	5.00049	4.87961	5.27924	5.28798	5.42988	5.06714	5.25926	5.14302	5.01581	5.32983	5.22702
LIME1	5.91595	5.57415	5.811	6.02302	5.64192	5.96588	5.95713	5.21955	5.84831	6.02385	6.09377	5.63209	5.75631	5.95028	6.26162	5.97183	6.14381
HNRNPH3	7.8261	7.14387	7.54562	7.75836	7.56705	7.73454	7.71169	7.68093	7.41543	7.32814	7.66375	7.96399	8.12624	7.6795	7.14837	7.3	7.43087
IFNL2	5.0858	5.57778	4.04869	4.66568	4.69726	4.66773	4.51026	5.79256	4.33959	4.76876	4.12255	4.90189	4.47804	4.88471	5.21114	4.90769	4.16444
BRF2	4.98877	4.72558	4.97077	4.89567	4.85049	4.94186	5.02378	3.94177	4.91566	5.19307	5.09977	5.14367	5.03773	5.16818	4.75859	4.75849	4.89092
ZNF619	4.16494	4.04642	4.83693	4.83852	4.63626	4.68186	4.4375	4.31943	4.56529	4.01953	4.64067	4.30617	4.54825	4.63242	4.17022	4.48418	4.53974
DNAH17	5.00171	4.88878	4.62601	5.08095	5.24812	4.80744	4.9138	4.7092	4.8367	4.66639	5.0465	4.60965	4.67616	4.85216	4.99988	4.74376	4.40065
ZNF324	4.44539	4.51326	4.71063	4.49947	4.53486	4.52928	4.20143	4.03483	4.63512	4.21464	4.30771	4.55147	4.2777	3.95985	4.3187	3.91445	4.44232
RPS9	10.6203	9.81787	10.714	10.3844	10.5662	10.6816	10.7832	10.221	10.7815	10.4497	10.3484	10.5015	10.6183	10.5894	10.1796	10.5848	10.4451
EDEM3	6.89488	7.13317	7.22075	6.9948	7.31287	7.22505	7.03413	6.65678	6.93062	6.47102	7.15211	6.82102	7.02522	6.84763	6.43034	6.69509	6.88981
ZC3H12B	4.11452	3.51405	3.33103	3.88598	3.15171	3.90378	3.56293	3.52725	3.97179	3.48229	3.56871	3.48894	3.9523	3.69432	3.86841	3.33825	3.80489
LINC00161	3.41103	3.36853	3.36107	3.73789	3.07431	3.77213	3.66939	3.4566	3.6667	3.28633	4.00984	3.40521	3.50072	3.74532	3.38018	3.99401	4.17955
SDHD	6.39192	6.3393	6.24257	5.80534	6.12625	5.6822	5.5502	6.03713	6.32667	6.22092	6.78721	6.67251	6.63787	6.52949	5.19377	6.17974	6.45721
SNORD45A	3.3088	2.51071	3.75466	4.02992	3.37351	3.45063	3.61378	3.84432	3.2675	2.83578	3.55845	3.84212	3.47069	3.95448	3.44033	3.45294	3.15101
DYM	7.42197	6.94556	7.63827	7.76209	7.3115	7.69242	7.57698	7.49892	7.47207	7.3355	7.77282	7.40896	7.48078	7.61213	7.45143	7.7019	7.42059
SLU7	6.83464	6.50476	7.48076	7.1577	7.42772	7.11596	7.22306	6.88478	7.00551	6.18434	7.05374	7.30876	7.0273	7.16559	6.83657	7.02463	7.70038
FBLN7	5.08976	4.75457	5.05876	4.89873	5.17863	4.67729	5.17878	5.85852	4.98287	5.19075	5.22192	5.31728	5.32486	5.35883	4.81786	4.97016	5.23254
EIF4E2	7.13188	6.32689	7.20697	7.14812	7.39783	7.35598	7.33137	7.05217	7.44809	7.19775	7.29511	7.17944	7.01974	6.9137	6.78499	7.06169	7.19319
BIRC7	5.09389	4.95849	4.28427	4.75227	4.84966	4.44814	4.31999	4.85692	4.85596	5.05481	4.75815	4.67773	4.58219	5.04961	5.13371	4.51824	4.96314
COQ10A	5.33255	4.66691	5.22913	5.48616	5.0929	5.5712	5.15604	6.16252	5.4098	5.2529	5.28191	5.54265	5.34001	5.17276	5.0938	5.19471	5.19307
RBCK1	7.15661	7.03031	6.48274	6.71399	6.94651	7.24807	7.05082	5.86309	7.06459	7.62677	6.91909	7.12051	7.05227	6.77377	7.20612	7.23711	7.03719
SUCLG1	6.63729	6.26284	6.57232	6.72375	6.71582	6.61193	6.76849	6.31326	6.5851	6.56078	6.68981	6.71157	6.76989	6.55911	6.19784	6.56765	6.19504
PPP5C	5.2148	4.60317	5.47881	5.51564	5.22249	5.04976	5.24396	4.75564	5.68013	5.42005	5.17269	4.92531	4.86136	4.82858	5.4031	5.29282	5.39008
PITPNM3	4.60595	4.51754	4.24061	4.64618	4.58221	4.63508	4.76341	5.18947	4.33844	4.5564	4.35883	4.35624	4.42379	4.46643	4.66574	4.64742	4.36844
NOS3	4.54925	4.96003	4.49837	4.83921	4.59118	4.76423	4.40652	5.26486	4.55732	4.78379	4.75256	4.41917	4.42745	4.61891	4.98205	4.27805	4.63339
YTHDC1	7.8558	7.88429	8.12477	8.06693	8.07027	8.10419	8.03735	8.21501	8.02524	7.99422	7.76837	8.04516	8.00229	8.00987	7.67482	7.90068	8.0946
KLHL24	6.82693	6.89086	7.31195	7.1786	7.10423	6.96345	7.13276	6.93652	7.10776	6.88066	6.88135	7.02369	7.01832	6.97812	6.66013	7.0308	7.18005
MRPL44	5.49212	4.91118	5.03583	5.15622	5.58578	5.19682	5.54947	5.43585	5.48003	5.24848	5.49762	5.35718	5.39698	5.19328	4.93702	5.2406	5.64773
FBXW11	5.53731	5.37831	5.81457	5.96494	5.86781	5.67127	5.60867	5.14135	5.69364	5.7958	5.64312	5.75965	5.67742	5.60696	5.68824	5.87234	5.7939
L1CAM	3.68164	4.15937	3.75092	4.02752	3.67268	3.69209	3.97994	4.04513	4.07088	4.31965	3.78238	3.99397	4.25497	3.64935	4.45058	3.93536	3.48097
FLII	7.41596	7.52082	7.10006	7.37111	7.72498	7.37211	7.17929	6.12148	7.35364	7.64008	7.20539	7.08072	7.42011	6.93078	7.38853	7.49189	7.15605
SPATA18	3.89688	3.97494	3.43458	3.74625	3.82139	3.53583	3.58563	3.50843	3.50621	3.35743	3.69029	3.83169	3.75323	3.79724	3.80525	3.4521	3.55637
ZNF224	5.6041	4.43493	5.49919	5.35452	5.21829	5.52585	5.68347	4.85294	5.53504	5.21397	5.44542	5.79749	5.62025	5.83657	4.83286	5.22688	5.44499
SSNA1	6.4133	5.71097	6.85922	6.21695	6.34601	6.42133	6.39167	6.42333	6.1798	6.03946	6.14134	6.62448	6.66169	6.18502	6.49399	6.26859	7.04779
MIR27A	5.25556	5.71278	4.87319	4.71624	5.00374	4.94786	4.90097	4.5942	4.66786	5.62162	4.92768	4.66844	4.8228	4.86993	4.54441	5.16727	4.30232
FAM227A	3.02739	3.74261	3.01366	3.08051	2.94036	3.26107	3.25074	3.50628	3.02893	3.0045	3.51177	3.03185	2.82793	3.02168	3.60209	3.33228	3.32574
CCDC88B	5.66563	5.23157	5.30965	5.31763	5.03526	5.11469	5.18749	4.88978	5.06565	5.18823	5.30091	5.29121	5.1722	5.13805	5.48216	4.993	5.31114
FUT5	4.25275	4.22034	3.79782	4.18064	4.33763	4.16269	4.62815	4.3678	4.38814	4.65944	4.39686	4.42383	4.1595	4.21414	4.59406	3.59306	3.90283
SLC25A38	7.49761	6.9145	8.02743	7.62271	7.26702	7.77601	7.55558	7.42135	7.75255	7.36835	7.59379	7.54156	7.41859	7.40272	7.50467	7.7607	8.15965
OR2AK2	3.15504	3.52741	3.34724	3.1538	3.06655	3.52962	4.49863	4.93025	2.99664	3.48934	3.10609	3.01168	3.37101	2.94252	3.3664	3.41808	3.18913
ARHGAP17	6.59568	5.77383	6.55621	6.26841	6.2779	6.91903	6.82767	5.83009	6.57943	6.77397	6.69441	6.56982	6.86054	6.2464	6.43668	7.07117	6.33597
STK19	4.996	4.58694	5.19542	4.89652	5.23933	4.87229	4.95944	4.06118	4.67487	5.01262	4.61419	4.91303	5.28753	5.30846	5.20424	5.31822	4.82033
LINC01620	3.52468	4.59658	3.43187	3.47138	3.14789	3.46261	3.49559	4.14771	3.39418	4.0564	3.12258	3.37096	3.61967	4.14053	3.56415	3.62176	3.72839
OLFM1	3.51907	3.98463	3.79567	3.99752	3.71245	3.97056	3.99172	4.09477	3.68254	4.01549	4.07233	3.95661	3.68616	3.80834	3.67159	3.53941	4.10329
FZD1	4.96791	5.28167	5.10327	5.28425	5.16793	5.21174	5.21133	5.30464	5.49904	5.17699	5.41573	4.40591	5.56905	4.96459	5.18025	5.05162	4.95242
ATG12	5.46731	5.28154	5.65525	5.35186	5.70138	5.452	5.70579	4.86188	5.54439	5.1738	5.72249	5.64462	5.04402	5.52724	5.12174	5.69013	5.63881
EBF3	4.13041	3.8485	3.96464	3.68957	4.04307	3.62755	3.91262	3.53962	3.70975	3.69019	3.83083	4.00357	3.87719	3.68765	4.20388	3.71204	4.2166
ARF5	6.2482	6.37409	5.98056	6.50462	6.80972	6.50401	6.55725	5.67389	6.11442	6.04628	6.27665	6.32363	6.7322	6.64592	6.50379	6.41568	6.35786
BORCS5	5.19459	5.33205	5.17933	5.14988	5.04001	5.50577	5.69609	5.1827	5.43041	5.18146	5.48912	5.17131	5.51318	5.43441	5.36922	5.49283	5.58045
EIF5	6.75642	6.14964	8.66477	7.23651	7.39991	7.18345	7.32518	7.29798	7.02895	6.82694	7.24194	7.36786	7.24972	7.54742	7.02903	6.90124	7.41848
SLC2A4	4.87097	4.76104	5.11657	4.94769	5.00688	4.63194	4.61332	4.98132	4.66791	4.87147	5.06802	4.5146	4.22192	4.50099	4.76788	4.77805	4.68466
ZNF174	4.68192	4.71345	4.66493	4.96389	4.97906	4.64917	4.70762	4.62767	4.83148	4.41268	5.24076	4.61614	4.69377	4.35847	4.35516	4.84168	4.71933
ATF5	6.43832	6.1683	6.2312	6.2283	6.37178	6.31298	6.37582	5.5554	6.63033	6.31528	6.38793	6.18293	6.5385	6.30488	6.19462	6.2674	6.406
CDC20	4.57219	4.28273	5.07363	4.27674	4.42265	4.14643	3.93888	5.34734	4.70623	4.43011	4.33789	4.30934	4.26557	3.9539	4.42139	4.73358	4.62142
ING1	5.31521	5.2167	4.77557	4.96472	5.266	4.77725	4.81922	4.54471	5.19103	4.73057	4.90587	5.12314	5.10685	4.8903	4.93322	4.98785	5.22017
C6orf163	4.68792	3.81807	3.28447	4.11783	4.06294	4.89031	4.4306	3.57301	4.10822	3.97062	3.82796	4.70568	4.15667	3.71973	4.39104	4.41928	3.57657
C12orf76	5.80308	5.78131	5.29603	5.16947	4.88267	5.8213	5.33525	5.91444	5.59727	5.33843	5.21525	5.14538	5.70109	5.43526	5.32584	5.73435	5.55898
F8A1	8.57034	8.74477	8.16052	8.73641	8.92995	8.82265	8.62937	7.53681	9.02771	8.89335	8.98787	8.71692	8.68786	8.72136	8.9998	8.88361	8.56256
F8A2	8.57034	8.74477	8.16052	8.73641	8.92995	8.82265	8.62937	7.53681	9.02771	8.89335	8.98787	8.71692	8.68786	8.72136	8.9998	8.88361	8.56256
F8A3	8.57034	8.74477	8.16052	8.73641	8.92995	8.82265	8.62937	7.53681	9.02771	8.89335	8.98787	8.71692	8.68786	8.72136	8.9998	8.88361	8.56256
ST6GALNAC1	4.88452	5.00191	4.70099	4.32572	4.95142	4.57156	4.75248	4.63006	4.5421	4.81505	4.68609	4.33368	4.5059	4.84501	5.03809	4.63906	4.85598
SPATA5	5.15611	4.69538	5.60056	5.40381	5.01722	5.66264	5.70152	5.60802	5.55635	5.01382	5.42194	5.70053	5.41494	5.44504	5.3246	5.51982	5.261
RGP1	6.26036	5.8368	5.9035	6.40736	5.7919	6.09316	6.28662	5.17647	6.341	6.23185	6.25904	6.23113	6.23085	5.69532	6.002	6.24919	5.95476
LCN10	5.67758	5.65816	4.99319	5.53521	5.07882	5.24464	5.57842	5.18147	5.44831	5.81133	5.56752	5.28995	5.50706	5.39135	5.51127	4.65868	5.19702
ZG16B	5.59232	5.45762	5.24954	5.67296	5.71195	5.32226	5.66806	5.45515	5.72055	6.01892	5.5482	5.0765	5.45656	5.45304	5.61453	5.30438	5.48759
PRKAR1A	9.45163	9.49977	8.94573	9.32556	9.72168	9.22342	9.23052	8.81602	9.38837	9.44918	9.40368	9.12492	9.56681	9.34444	9.60503	9.26046	9.26493
RNVU1-6	2.9719	3.14276	2.97331	3.02793	3.11477	2.6715	3.3745	3.18905	2.8241	3.18685	3.02112	2.96431	2.68048	3.08821	3.08865	2.92036	2.9499
MRFAP1	7.07548	6.47101	7.80781	6.93709	6.88769	7.03749	7.19734	6.11283	6.73494	6.80272	7.01286	6.97499	7.34497	6.68935	7.07419	6.75347	6.90098
EEF1AKMT3	3.78889	3.70086	3.21026	3.50495	3.51335	3.60831	3.64097	3.6819	3.52061	3.58636	3.52719	3.77219	3.49571	3.56803	3.35649	3.61609	3.50206
LOC100132686	4.0831	3.67765	3.54001	4.02142	3.96172	3.50753	3.74707	4.39682	3.11971	4.191	3.89193	4.07683	3.31504	3.2351	3.52219	3.85916	3.5521
ZNF93	5.39152	6.25645	5.56956	5.64405	5.56175	5.47497	5.36831	5.52084	5.14527	5.35541	5.79541	5.53326	5.3638	5.80623	5.34089	5.0539	5.66755
